id,english,tigrinya,domain
579,Can a housing provider charge pet deposits or pet fees for my service animal?,ሓደ ወሃቢ መንበሪ ገዛ (ኣካራዪ) ንኣገልግሎተይ እንስሳታት ተቐማጢ ገንዘብ ወይ ናይ እንስሳ ዘቤት ክፍሊት ክኸፍል ክሓተኒ ይኽእል ድዩ?,legal
580,How about a general cleaning fee or damage deposit?,ንሓፈሻዊ ኣገልግሎት ጽሬት ወይ ንጉድኣት ተቐማጢ ገንዘብ ክኸፍል ክሕተት ይኽእል ድዩ?,legal
581,No. A housing provider cannot charge pet deposits or pet fees for a service animal.,ኣይክእልን። ሓደ ወሃቢ መንበሪ ገዛ (ኣካራዪ) ንሓደ ኣገልግሎት ዝህብ እንስሳ ተቐማጢ ገንዘብ ወይ ናይ እንስሳ ዘቤት ክፍሊት ክትከፍል ክጠልበካ ኣይክእልን እዩ።,legal
582,"Can a housing provider, employer, or a business ask me for details about my disability?",ሓደ ወሃቢ መንበሪ ገዛ (ኣካራዪ)፣ ሰራሕተኛ ወይ ንግዲ ብዛዕባ ስንክልናይ ሕቶታት ክሓተኒ ይኽእል ድዩ?,legal
583,"No. They can ask, “Is this a service animal?”","ኣይክእልን። ""እዚ እንስሳ ኣገልግሎት ዝህብ እንስሳ ድዩ?"" ዝብል ሕቶ ግን ከተቕርቡ ትኽእሉ ኢኹም።",legal
584,"If the answer is yes, they can ask, “Does the animal perform work, a task, or is medically necessary for your disability?”","መልሶም እወ እንተኾይኑ፣ ""ኣገልግሎት ዝህብ እንስሳ ስራሕ ዝፍጽም፣ ዝተወሰኑ ዕማማት ዝፍጽም፣ ወይ ንስንክልናኹም ብሕክምናዊ ኣድላዪ ደገፍ ዝህብ እንስሳ ድዩ?"" ኢልኹም ክትሓቱ ትኽእሉ ኢኹም።",legal
585,"Can a housing provider, employer, or a business ask me for verification of my disability-related need for a service animal?",ሓደ ወሃቢ መንበሪ ገዛ (ኣካራዪ)፣ ሰራሕተኛ ወይ ንግዲ፣ ስለምንታይ ናይ ኣገልግሎት እንስሳ ከምዘድልየኒ፣ ናይ ስንክልና መርትዖ ከቕርብ ክሓተኒ ይኽእል ድዩ?,legal
586,Yes and no. Housing providers and employers may ask for proof of a disability-related need for a service animal from a provider like a doctor.,እወን ኣይኮነንን። ወሃብቲ ኣባይቲ (ኣካረይቲ ገዛ)ን ሰራሕተኛታትን ካብ ሓኪም ወይ ካልእ ትካል ክንክን ጥዕና መርትዖ ክሓቱ ይኽእሉ እዮም፣ እዚ ድማ ስለምንታይ ስንክልናኹም ብዝምልከት ናይ ኣገልግሎት እንስሳ ከምዘድልየኩም ዘርኢ እዩ።,legal
587,A business can only ask the questions listed above.,ሓደ ናይ ንግዲ ስራሕ ትካል፣ ክሓቶም ዝኽእል ሕቶታት እዞም ኣብ ላዕሊ እተጠቕሱ ጥራይ እዮም።,legal
588,Document Name: Service Date/Time: Result Status: Performed By:,ስም ሰነድ፦ ኣገልግሎት ዕለት/ሰዓት፦ ኩነታት ውጽኢት፦ ዝተፈጸመ ብ፦,legal
589,Results Callback Letter 9/20/2024 10:58 EDT,ውጽኢት ናይ ምምላስ ደብዳቤ 9/20/2024 10:58 EDT,legal
590,Auth (Verified),ደራሲ (ተረጋገጹ),legal
591,"Spurlock, Deanna L, RN (9/20/2024 10:58 EDT)",Spurlock፣ Deanna L፣ RN (9/20/2024 10:58 EDT),legal
592,Indiana University Health,Indiana University Health,legal
593,20-Sep-24,ሴብተምበር 20፣ 2024,legal
594,Kudsan Brhane,Kudsan Brhane,legal
595,869 WOODCROSS CT,869 WOODCROSS CT,legal
596,"AVON, IN 461238162",AVON፣ IN 461238162,legal
597,Dear Kudsan Brhane,ዝኸበርኪ Kudsan Brhane,legal
598,"Edmund Gomez, M.D.",Edmund Gomez፣ M.D.,legal
599,"Marwan Saleh, M.D.",Marwan Saleh፣ M.D.,legal
600,"Blair Dina, M.D.",Blair Dina፣ M.D.,legal
601,Danielle Beaver D.O.,Danielle Beaver D.O.,legal
602,Tiffany Fan M.D,Tiffany Fan M.D,legal
603,Michael Mondheim M.D.,Michael Mondheim M.D.,legal
604,"Melissa Dzikowski, N.P.",Melissa Dzikowski፣ N.P.,legal
605,"Christine Pankau, N.P.",Christine Pankau፣ N.P.,legal
606,IUHP West Women's Health,IUHP West Women's Health,legal
607,"1115 North Ronald Reagan Parkway, Suite 266 Avon, Indiana 46123",1115 North Ronald Reagan Parkway፣ Suite 266 Avon፣ Indiana 46123,legal
608,Telephone: (317) 217-2500 Fax:,ቴሌፎን፦ (317) 217-2500 ፋክስ፦,legal
609,(317) 222-2124,(317) 222-2124,legal
610,Thank you for choosing IU Health Physicians.,ንIU Health Physicians ብምምራጽኩም ነመስግነኩም።,legal
611,We value our partnership with you to ensure your best health.,ምሳኻትኩም ዘለና ሽርክነት ዝበለጸ ጥዕናኹም ንምርግጋጽ ዋጋ ንህቦ።,legal
612,We have been unable to reach you by phone to discuss your recent test results and need for repeat lab testing requested by your OB/Gyn provider.,ኣብ ቀረባ እዋን ዝረኸብኩሞ ውጽኢት መርመራን ብወሃቢ OB/Gyn ዝተሓተተ ተደጋጋሚ መርመራ ላብራቶሪ ከምዘድሊ ንምዝታይ ብተሌፎን ክንረኽበኩም ኣይከኣልናን።,legal
613,"We have attempted to contact you by telephone, unfortunately, we have not yet been successful.",ብተሌፎን ክንረኽበኩም ፈቲንና ኣለና፣ ሕማቕ ኣጋጣሚ ኮይኑ ገና ኣይተዓወትናን።,legal
614,We understand how busy you must be and we greatly value your time.,ክሳብ ክንደይ ትሑዝ ክትከውን ከም ዘለኩም ንርዳእ ኢና፣ ንግዜኹም ድማ ኣዚና ዋጋ ንህቦ።,legal
615,"Please feel free to contact our office at (317) 217-2500, Monday through Friday from 8:00am to 4:30pm.",ንቤት ጽሕፈትና ብስልኪ ቁጽሪ (317) 217-2500፡ ካብ ሰኑይ ክሳብ ዓርቢ ካብ ሰዓት 8፡00 ቅድሚ ቀትሪ ክሳብ ሰዓት 4፡30 ድሕሪ ቀትሪ ክትረኽብዎ ትኽእሉ ኢኹም።,legal
616,"If you have received this letter and have already spoken with us, please accept our apology.",እዚ ደብዳቤ በጺሑኩምን ድሮ ምሳና ተዘራሪብኩምን እንተሃልዩኩም፣ በጃኹም ይቕሬታና ተቐበሉ።,legal
617,"On behalf of the staff at IU Health Physicians Women's Health West, thank you for trusting us with your care.",ብስም ሰራሕተኛታት IU Health Physicians Women's Health West፣ ክንክን ጥዕናኹም ንዓና ብምትእምማንኩም ነመስግነኩም።,legal
618,It is our pleasure to serve you.,ከነገልግለኩም ባህታና እዩ።,legal
619,Women's West Ob/Gyn team,ጋንታ  Women's West Ob/Gyn,legal
620,"Sincerely,",ብልቢ፣,legal
621,9/20/2024 10:59,9/20/2024 10:59,legal
622,EDT,EDT,legal
623,Hourly Wage Employee Agreement,ናይ ሰዓት ደሞዝ ሰራሕተኛ ስምምዕ,legal
624,Including a notice detailing employment terms pursuant to the law governing,ብመሰረት እቲ ዝገዝእ ሕጊ ንውዕላት ስራሕ ብዝርዝር ዝገልጽ ምልክታ ሓዊሱ,legal
625,Notice to Employee of Employment Terms,,legal
626,,ምልክታ ንሰራሕተኛ ናይ ስራሕ ውዕላት,legal
627,"Held and signed on the ___ of __________, in the year _____",ኣብ ___ ናይ __________፣ ኣብ ዓመት _____ዝተኻየደን ዝተፈረመን,legal
628,Please complete Employer’s full name as it appears in the Certificate of Incorporation,በጃኹም ምሉእ ስም ኣስራሒ ከምቲ ኣብ ምስክር ወረቐት ምምስራት ዘሎ ምልኣዮ,legal
629,"(hereinafter ""Employer"") by authorized signatories:","(ካብዚ ንደሓር ""ኣስራሒ"") ብፍቓድ ዘለዎም ፈረምቲ፤",legal
630,1,1,legal
631,___________________________ 2.,___________________________ 2.,legal
632,____________________________,____________________________,legal
633,Of the first part,ናይ ቀዳማይ ክፋል,legal
634,And:,ከምኡ'ውን፦,legal
635,______________________,______________________,legal
636,ID  ______________________,መለለዪ መንነት ______________________,legal
637,Address ______________________________________________,ኣድራሻ ______________________________________,legal
638,Tel. ______________________,ስ.ቁ ______________________,legal
639,(hereinafter:,(ካብዚ ንደሓር፦,legal
640,Employee)          <50>Of the second part</50>,ሰራሕተኛ) ,legal
641,,,legal
642,,          <50>ናይ ካልኣይ ክፋል</50>,legal
643,WHEREAS:,ክኸውን ከሎ፦,legal
644,"Employee declares that it possesses the skill and qualifications necessary to perform the work subject of this Contract at a professional level, to a proper standard and quality; and",ሰራሕተኛ ነዚ ውዕሊ ዛዕባ ስራሕ ብደረጃ ሞያዊ፣ ብግቡእ ደረጃን ፅሬትን ንምፍፃም ዘድሊ ክእለትን ብቕዓትን ከምዘለዎ ይእውጅ፤ ከምኡውን,legal
645,WHEREAS:,ክኸውን ከሎ፦,legal
646,Employee has expressed its desire to be hired as an employee at ATMOS CLEAN and Employer is willing to employ it subject to the terms of this Special Contract.,ሰራሕተኛ ኣብ ATMOS CLEAN ከም ሰራሕተኛ ክቑጸር ድሌቱ ገሊጹ ኣሎ፤ ኣስራሒ ድማ ብመሰረት ውዕላት ናይዚ ፍሉይ ውዕል ክቖጽሮ ድልው እዩ።,legal
647,"It was therefore declared, stipulated and agreed between the parties as follows:",ስለዚ ኣብ መንጎ እቶም ወገናት ብኸምዚ ዝስዕብ ተኣዊጁ፣ ተቐሚጡን ተሰማሚዑን፦,legal
648,63 - 122 / 600,63 - 122 / 600,legal
649,1,1,legal
650,<57>Job description</57>:,<57>መግለጺ ስራሕ</57>፤,legal
651,Cleaner,መጽረዪ,legal
652,__________________________________________________________________________________,__________________________________________________________________________________,legal
653,3,3,legal
654,Position,ቦታ,legal
655,The position is by hourly payment only and its calculation based on the actual working hours of the Employee to be reported in writing by Employee and submitted to Employer at the end of each <63>month</63>.,እቲ ስራሕ ብናይ ሰዓት ክፍሊት ጥራይ ኮይኑ ስልሒቱ ድማ ኣብ ጭቡጥ ናይ ስራሕ ሰዓታት ናይቲ ሰራሕተኛ ዝተመርኮሰ ኮይኑ ብጽሑፍ ብሰራሕተኛ ክሕበርን ኣብ መወዳእታ ነፍሲ ወከፍ <63>ወርሒ</63> ናብ ኣስራሒ ክቐርብን ኣለዎ።,legal
656,A prerequisite for the veracity of the report and its approval is Employer's signature and confirmation that such report has been verified and approved.,እቲ ፀብፃብ ሓቀኛን ተቐባልን ንምዃኑ ቅድመ ኩነት ናይ ኣስራሒ ፊርማ ከምኡ'ውን እቲ ፀብፃብ ከም ዝተረጋገፀን ከም ዝተቐበለን ዘረጋግፅ እዩ።,legal
657,"For the avoidance of doubt, Employee will only receive payment for hours worked in practice in accordance with the quota approved for it under this Contract.",ጥርጣረ ንኸይህሉ ሰራሕተኛ ብመሰረት እዚ ውዕል ዝፀደቐሉ ኮታ ብተግባር ንዝሰርሖ ሰዓታት ጥራሕ እዩ ክፍሊት ዝረክብ።,legal
658,4,4,legal
659,Wages,ደሞዝ,legal
660,"4.1  The parties determine that the full and final remuneration for each hour of actual work is <69>NIS 40</69>: in words <72>forty</72> new shekels, gross, <75>provided that such does not fall below the minimum wage established by law for one hour of work</75>.",4.1 እቶም ወገናት ንነፍሲ ወከፍ ሰዓት ጭቡጥ ስራሕ ምሉእን ናይ መወዳእታን ክፍሊት <69>NIS 40</69> ምዃኑ ይውስኑ፦ ብቓላት <72>ኣርብዓ</72> ሓድሽ ሸቃል፣ ሓፈሻዊ፣ <75>ከምዚ እንተዘይኮይኑ ንሓደ ሰዓት ስራሕ</75> ብሕጊ ዝተቐመጠ ዝተሓተ ደሞዝ ንታሕቲ ይወድቁ።,legal
661,"(Insofar as Employee's wages fall short of the minimum wage, per hour of work, Employer must supplement the minimum wage established by law per working hour, which may be updated from time to time).",(ደሞዝ ሰራሕተኛ ካብቲ ዝተሓተ ደሞዝ ክሳብ ዝወድቕ፣ ኣብ ሓደ ሰዓት ስራሕ፣ ኣስራሒ ነቲ ብሕጊ ዝተቐመጠ ዝተሓተ ደሞዝ ኣብ ነፍሲ ወከፍ ሰዓት ስራሕ ክምልእ ኣለዎ፣ እዚ ድማ በብእዋኑ ክመሓየሽ ይኽእል)።,legal
662,"4.2  Employee's salary shall be determined according to the number of hours it works in practice in the month ended and which were confirmed as stated in the report it submits, multiplied by the gross hourly wage.",4.2 ደሞዝ ሰራሕተኛ ኣብቲ ዝተዛዘመ ወርሒ ብተግባር ብዝሰርሖን ኣብቲ ዘቕርቦ ፀብፃብ ከም ዝተገለፀን ብዝተረጋገፀን ብጠቕላላ ደሞዝ ሰዓት ተባዚሑ ዝውሰን እዩ።,legal
663,4.3  Employer will deduct and Employee hereby grants its consent to deduct from its salary any amount and/or tax and/or other mandatory payment deductible by law.,4.3 ኣስራሒ ይቑረጽን ሰራሕተኛ ድማ ካብዚ ብሕጊ ዝቑረጽ ዝኾነ ይኹን መጠን ገንዘብን/ወይ ግብሪን/ወይ ካልእ ግዴታዊ ክፍሊትን ካብ ደሞዙ ክቑረጽ ፍቓዱ ይህብ።,legal
664,4.4  Employee's salary shall be paid thereto on a monthly basis no later than 10 days following the end of the month for which the salary is paid.,4.4 ደሞዝ ሰራሕተኛ ደሞዝ ዝተኸፍለሉ ወርሒ ካብ ዝውዳእ ካብ 10 መዓልቲ ዘይውሕድ ወርሓዊ መሰረት ይኽፈል።,legal
665,The salary shall be paid to Employee by bank transfer.,እቲ ደሞዝ ንሰራሕተኛ ብባንኪ ዝዉዉር ይኽፈል።,legal
666,"In its signing of this Contract, Employee grants its consent to the execution of the payment in said manner.",ሰራሕተኛ ነዚ ውዕል ኣብ ዝፈረመሉ እዋን እቲ ክፍሊት በቲ ዝተባህለ ኣገባብ ንኽፍጸም ፍቓዱ ይህብ።,legal
667,5,5,legal
668,Work Schedule,መደብ ስራሕ,legal
669,5.1  Start of work:,5.1      ምጅማር ስራሕ፦,legal
670,25/12/2023,14/04/2016 ዓ/ም,legal
671,5.2  Employee shall work according to the following:,5.2       ሰራሕተኛ በዚ ዝስዕብ መሰረት ክሰርሕ ኣለዎ፦,legal
672,"5.2.1  <106>Sunday</106>, between 7:00-15:00",5.2.1      <106>ሰንበት</106>፣ ኣብ መንጎ ሰዓት 7፡00-15፡00,legal
673,"5.2.2  <109>Monday</109>, between 7:00-15:00",5.2.2      <109>ሰኑይ</109>፣ ኣብ መንጎ ሰዓት 7፡00-15፡00,legal
674,"5.2.3  <112>Tuesday</112>, between 7:00-15:00",5.2.3      <112>ሰሉስ</112>፣ ኣብ መንጎ ሰዓት 7፡00-15፡00,legal
675,"5.2.4  <115>Wednesday</115>, between 7:00-15:00",5.2.4      <115>ረቡዕ</115>፣ ኣብ መንጎ ሰዓት 7፡00-15፡00,legal
676,"5.2.5  <118>Thursday</118>, between 7:00-15:00",5.2.5      <118>ሓሙስ</118>፣ ኣብ መንጎ ሰዓት 7፡00-15፡00,legal
677,6,6,legal
678,Employee’s Statements and Undertakings,መግለጺታትን ውዕላትን ሰራሕተኛ,legal
679,"6.1  Employee undertakes to carry out all its obligations as detailed in this Contract faithfully and with dedication and to the best of its professional ability, and declares that it is in possession of the knowledge, training, experience and ability to perform them properly.",6.1 ሰራሕተኛ ኣብዚ ውዕሊ ብዝርዝር ከምዝተገለፀ ኩሉ ግዴታታቱ ብተኣማንነትን ብተወፋይነትን ብዘለዎ ሞያዊ ዓቕሙን ክፍፅም ቃል ይኣቱ፣ ብግቡእ ንምፍፃሙ ድማ ፍልጠት፣ ስልጠና፣ ተመኩሮን ዓቕምን ከምዝውንን ይእውጅ።,legal
680,6.2  Employee agrees not to commit Employer to any obligations with third parties without Employer's prior written consent.,ሰራሕተኛ፣ ኣስራሒ ኣቐዲሙ ብጽሑፍ ምስ ዘይፈቐዶ፣ ኣስራሒ ምስ ሳልሳይ ኣካል ዝኾነ ዓይነት ግዴታታት ከይፍጽም ይስማዕማዕ።,legal
681,"Furthermore, Employee acknowledges that any unapproved obligations will be personally binding on it.",ካብዚ ሓሊፉ ሰራሕተኛ ዝኾነ ዘይተፈቐደ ግዴታታት ብውልቂ ቀያዲ ከም ዝኸውን ይኣምን።,legal
682,"6.3  Employee will report to Employer at the end of each working day with regards to the duration of the operation, the number of participants therein and any irregular event that occurred throughout.",6.3 ሰራሕተኛ ኣብ መወዳእታ ነፍሲ ወከፍ ናይ ስራሕ መዓልቲ ንውሓት ግዜ ናይቲ ስርሒት፣ ብዝሒ ተሳተፍቲ ኣብኡን ኣብ ምሉእ ዘጋጠመ ዝኾነ ዘይስሩዕ ፍጻመን ብዝምልከት ንኣስራሒ ጸብጻብ ክህብ እዩ።,legal
683,6.4  Employee is required to complete report forms provided by Employer in accordance with the stipulated provisions and submit them to Employer within the specified timeframes.,6.4 ሰራሕተኛ ብመሰረት ዝተቐመጡ ድንጋገታት ብኣስራሒ ዝተዋህቡ ናይ ጸብጻብ ቅጥዕታት ክመልእን ኣብ ውሽጢ ዝተወሰነ ግዜ ናብ ኣስራሒ ከቕርብን ይግደድ።,legal
684,7,7,legal
685,Termination of Contract,ምቁራጽ ውዕል,legal
686,7.1 Employer may terminate the Contract and Employee’s employment by giving notice to Employee in writing and in advance or by immediate notice whilst paying Employee the equivalent remuneration for the notice period.,7.1 ኣስራሒ ንሰራሕተኛ ብጽሑፍን ኣቐዲሙን ወይ ብቕልጡፍ ምልክታ ብምሃብ ንሰራሕተኛ ናይቲ ናይ ምልክታ ግዜ ተመጣጣኒ ክፍሊት እናኸፈለ ነቲ ውዕልን ሰራሕተኛን ስራሕ ከቋርጾ ይኽእል።,legal
687,"7.2  Nonetheless, Employee shall be entitled to a preliminary argument, the right to a ""hearing"" and if it is decided to dismiss it – the right to receive the grounds for dismissal in writing according at its request.","7.2 ዝኾነ ኾይኑ ሰራሕተኛ መባእታዊ ክትዕ ክረክብ መሰል ኣለዎ፣ መሰል ""መስማዕ"" ከምኡ እውን ንኽስጎግ እንተተወሰነ - ብመሰረት ሕቶኡ ምኽንያት ምብራር ብፅሑፍ ናይ ምቕባል መሰል ኣለዎ።",legal
688,"Employee declares that it is aware that all the circumstances involved in the termination of its employment shall be stated in the grounds for its dismissal, without omission.",ሰራሕተኛ ኣብ ምቁራጽ ስራሑ ዝተሳተፉ ኩሎም ኩነታት ኣብ ምኽንያት ምብራር ክግለጹ ከምዘለዎም ይፈልጥ፣ ብዘይ ምግዳፍ።,legal
689,7.3  The duration of the advance notice or its redemption rate will be as stipulated by law.,7.3 ንውሓት ግዜ ናይቲ ኣቐዲሙ ዝወሃብ ምልክታ ወይ ናይ ምብጃው መጠን ብሕጊ ዝተቐመጠ ክኸውን እዩ።,legal
690,The determination of severance pay will align with the provisions outlined in the law governing Hourly Employment.,ምውሳን ክፍሊት ምፍንታት ስራሕ ምስቲ ኣብቲ ንሰዓት ስራሕ ዝምልከት ሕጊ ዝተዘርዘረ ድንጋገታት ዝሰማማዕ ክኸውን እዩ።,legal
691,8,8,legal
692,Payment for travel,ንመገሻ ዝኸውን ክፍሊት,legal
693,Employee shall be entitled to payment for travel to and from work as stipulated in the law governing Hourly Employment.,ሰራሕተኛ ካብን ናብን ስራሕ ንዝገበሮ መገሻ ከምቲ ኣብቲ ንሰዓት ስራሕ ዝምልከት ሕጊ ዝተቐመጠ ክፍሊት ክረክብ መሰል ኣለዎ።,legal
694,9,9,legal
695,Holiday Pay,ናይ በዓል ክፍሊት,legal
696,Employee shall be entitled to payment for holiday days as stipulated in the law governing Hourly Employment.,ሰራሕተኛ ንበዓል መዓልታት ክፍሊት ክረክብ መሰል ኣለዎ ከምቲ ኣብቲ ንሰዓት ስራሕ ዝምልከት ሕጊ ዝተቐመጠ።,legal
697,10,10,legal
698,Convalescence Pay,ናይ ምሕዋይ ክፍሊት,legal
699,Employee shall be entitled to convalescence pay as stipulated in the law governing Hourly Employment.,ሰራሕተኛ ኣብቲ ንሰዓት ስራሕ ዝምልከት ሕጊ ዝተቐመጠ ናይ ምሕዋይ ክፍሊት ክረክብ መሰል ኣለዎ።,legal
700,11,11,legal
701,Pension,ጡረታ,legal
702,Employee shall be entitled to payment of pension contributions as stipulated in the law governing Hourly Employment.,ሰራሕተኛ ኣብቲ ንሰዓት ስራሕ ዝምልከት ሕጊ ዝተቐመጠ ናይ ጡረታ ኣበርክቶ ክኸፍል መሰል ኣለዎ።,legal
703,16,16,legal
704,Advance Study Fund,ቅድመ መጽናዕቲ ፈንድ,legal
705,Employee shall be entitled to the payment contributions for advance study fund as stipulated in the law governing Hourly Employment as of its first day of work.,ሰራሕተኛ ካብ ቀዳመይቲ መዓልቲ ስራሕ ጀሚሩ ኣብቲ ንሰዓት ስራሕ ዝምልከት ሕጊ ዝተቐመጠ ናይ ክፍሊት ኣበርክቶታት ናይ ቅድመ መፅናዕቲ ፈንድ ክረክብ መሰል ኣለዎ።,legal
706,17,17,legal
707,Notices and Addresses,ምልክታታትን ኣድራሻታትን,legal
708,18.1  The addresses of the parties for all matters related to this Contract:,18.1 ኣድራሻታት ወገናት ንኹሎም ምስዚ ውዕል ዝተኣሳሰሩ ጉዳያት፦,legal
709,Employer:,ኣስራሒ፦,legal
710,"6 <163>Af’al St., Petah Tikva</163>","6 <163>Af’al St., Petah Tikva</163>",legal
711,Employee:,ሰራሕተኛ፦,legal
712,_____________________________________________,_____________________________________________,legal
713,18.2.,18.2.,legal
714,A notice sent by one party to the other shall be deemed as received three days following the date it is submitted for dispatch via registered mail.,ሓደ ወገን ናብቲ ካልእ ወገን ዝለኣኾ ምልክታ ብዝተመዝገበ ፖስታ ንኽለኣኽ ካብ ዝቐረበሉ ዕለት ጀሚሩ ድሕሪ ሰለስተ መዓልቲ ከምዝተቐበለ ይቑፀር።,legal
715,"IN WITNESS WHEREOF the parties have signed,",ነዚ ንምምስካር እቶም ውድባት ፈሪሞም፣,legal
716,___________________    ___________________,___________________    ___________________,legal
717,         Employer      Employee,         ኣስራሒ      ሰራሕተኛ,legal
718,<1>Candidate Name: </1>Ry Armstrong (they/them),<1>ሽም ሕጹይ፦ </1>Ry Armstrong (they/them),legal
719,<1>Campaign Name:</1> Armstrong for All,<1>ሽም ወፍሪ መረጻ፦</1> Armstrong ንዅሉ,legal
720,<1>Campaign website:</1> armstrongforall.com,<1>መርበብ ሓበሬታ ወፍሪ መረጻ፦</1> armstrongforall.com,legal
721,<1>City Position:</1> Mayor of Seattle,<1>ስልጣን ምምሕዳር ከተማ፦</1> Mayor of Seattle,legal
722,Campaign Telephone Number: <1>+1 206-657-6287</1>,ቁጽሪ ተሌፎን ወፍሪ መረጻ፦ <1>+1 206-657-6287</1>,legal
723,"In the heart of Seattle, I stand as labor organizer, following in my family’s footsteps.",ኣብ ማእኸል ከተማ Seattle፣ ኣሰር ስድራ ቤተይ ብምኽታል፣ ኣወሃሃዲ ማሕበር ሰራሕተኛታት ኰይነ የገልግል ኣለኹ።,legal
724,I never back down from a challenge.,ዝኾነ ብድሆ ካብ ምግጣም ድሕር ዘይብል ሰብ እየ።,legal
725,"I have spent years fighting for workers’ rights, affordable housing, and the arts.",ንመሰል ሰራሕተኛታት፣ ተመጣጣኒ ዋጋ ዘለዎም ኣባይትን ስነ-ጥበብን ክጣበቕ ዓመታት ኣሕሊፈ እየ።,legal
726,"As Co-Executive Director of Sustainable Seattle, I work for a cleaner, fairer city that protects the most vulnerable among us.",ኣብ ሓባራዊ ፈጻሚ ዳይረክተር Sustainable Seattle ብዘለኒ ኣስተዋጽኦ፣ ኣብ መንጎና ንዝርከቡ ኣዝዮም ተቓላዕቲ ዝከላኸል ጽሩይን ፍትሓዊትን ከተማ ንምህናጽ ኣበርቲዐ እሰርሕ።,legal
727,"For five years, I have organized with labor unions and now serve on the AFL-CIO National Council of AEA, representing 50,000 creative workers to push for fair pay, safety, and benefits.","ንኣስታት ሓሙሽተ ዓመታት ናይ ሰራሕተኛታት ማሕበር ብምውዳብ ሰሪሐ ኣለኹ፣ ኣብዚ እዋን’ዚ ድማ ኣብቲ ን50,000 ሰራሕተኛታት ስነ-ጥበብ ወኪሉ ንፍትሓዊ ደሞዝ፣ ድሕነትን ጥቕምታትን ዝጣበቕ ሃገራዊ ቤት ምኽሪ AEA AFL-CIO የገልግል ኣለኹ።",legal
728,My time on the Seattle LGBTQ Commission and years of advocacy taught me how city government works.,ኣብ Seattle LGBTQ ኮምሽን ዘሕለፍክዎ ግዜን ኣብ ተጣባቒነት ዘሕለፍክዎም ዓመታትን ናይ ከተማ ምምሕዳር ከመይ ከም ዝሰርሕ ምሂሩኒ እዩ።,legal
729,I believe public transit should offer reduced or free fares to help working families travel throughout our city and reduce emissions to help climate change.,ኣብ ህዝባዊ መጓዓዝያ ንዝሰርሑ ስድራቤታት ኣብ ከተማ ንኽንቀሳቐሱ ንምሕጋዝን ንለውጢ ጸባይ ኣየር ንምምካት ዝሕግዝ ልቀት ትኪ ንምንካይን ብቕናሽ ወይ ብነጻ ኣገልግሎት ክህብ ኣለዎ ዝብል እምነት ኣለኒ።,legal
730,"I plan to add 1,000 shelter beds in my first 100 days.",ድሕሪ ስልጣን ምሓዘይ ኣብተን ቀዳሞት 100 መዓልታት ኣብ መዕቆቢ ገዛ ዘይብሎም 1000 ዓራውቲ ክውስኽ መደብ ኣለኒ።,legal
731,Changing land use rules will help us build childcare centers and make Seattle stronger.,ምቕያር ስርዓታት ኣጠቓቕማ መሬት ማእከላት ክንክን ህጻናት ንምህናጽን ንSeattle ንምሕያልን ክሕግዘና እዩ።,legal
732,I won’t back down in 2025—our city is ready to fight for a better future.,ኣብ 2025 ዓ.ም ኢደይ ኣይህብን እየ፤ ከተማና ንዝሓሸ መፃኢ ንምቅላስ ድልውቲ እያ።,legal
733,I ask for your support.,ደገፍኩም ክትህቡኒ እጥይቐኩም።,legal
734,Let’s put people first.,ፈለማ ንህዝብና ነቐድም።,legal
735,Solidarity!,ሓድነት!,legal
736,This candidate is participating in the Democracy Voucher Program.,እዞም ሕጹይ እዚኦም ኣብ ፕሮግራም ቫውቸር ዲሞክራሲ ይሳተፉ ኣለዉ።,legal
737,Candidate Name: <1>Rory O’Sullivan</1>,ሽም ሕጹይ፦ <1>Rory O’Sullivan</1>,legal
738,<1>Campaign Name:</1> Friends of Rory O’Sullivan,<1>ሽም ወፍሪ መረጻ፦</1> ናይ Rory O’Sullivan ኣዕርኽቲ,legal
739,Campaign Website: <1>www.electrory.com</1>,መርበብ ሓበሬታ መረጻ፦ <1>www.electrory.com</1>,legal
740,City Position: <1>City Attorney</1>,ብዓል ስልጣን ምምሕዳር ከተማ፦ <1>City Attorney</1>,legal
741,Campaign Telephone Number: <1>206-356-9852</1>,ቁጽሪ ተሌፎን ወፍሪ መረጻ፦ <1>206-356-9852</1>,legal
742,Seattle deserves a City Attorney who prioritizes making our city safer.,Seattle ድሕንነት ከተማና ዘመሓይሽ City Attorney ክትረኽቦ ዝግባእ እዩ።,legal
743,"We’re all anti-crime, but being anti-crime isn’t enough.",ኩላትና ፀረ ገበን ኢና፤ ጸረ ገበን ምዃን ጥራይ ግን እኹል ኣይኮነን።,legal
744,We’re still waiting for solutions.,ክሳብ ሕጂ መፍትሒ ክንረክብ ኢና ንጽበ ዘለና።,legal
