id,english,tigrinya,domain,tokenized_english,tokenized_tigrinya,eng_length,tir_length
58,They need to know that your child may have a vaccine-preventable disease so that they can treat your child correctly as quickly as possible.,ምእንቲ ንውላድኩም ብዝተኻእለ መጠን ብቕልጡፍ ብትኽክል ክሕክምዎ፣ ውላድኩም ክታበት ክከላኸሎ ዝኽእል ሕማም ክህልዎ ከም ዝኽእል ክፈልጡ ኣለዎም፣,medical,['They need to know that your child may have a vaccine-preventable disease so that they can treat your child correctly as quickly as possible.'],['ምእንቲ ንውላድኩም ብዝተኻእለ መጠን ብቕልጡፍ ብትኽክል ክሕክምዎ፣ ውላድኩም ክታበት ክከላኸሎ ዝኽእል ሕማም ክህልዎ ከም ዝኽእል ክፈልጡ ኣለዎም፣'],24,17
59,Medical staff also can take simple precautions to prevent diseases from spreading to others if they know ahead of time that their patient may have a contagious disease.,ሰራሕተኛታት ሕክምና እውን ሕሙሞም ተላባዒ ሕማም ክህልዎ ከምዝኽእል ኣቐዲሞም እንተፈሊጦም፣ ሕማማት ናብ ካልኦት ከይላብዑ ቀለልቲ ጥንቃቐታት ክገብሩ ይኽእሉ እዮም።,medical,['Medical staff also can take simple precautions to prevent diseases from spreading to others if they know ahead of time that their patient may have a contagious disease.'],['ሰራሕተኛታት ሕክምና እውን ሕሙሞም ተላባዒ ሕማም ክህልዎ ከምዝኽእል ኣቐዲሞም እንተፈሊጦም፣ ሕማማት ናብ ካልኦት ከይላብዑ ቀለልቲ ጥንቃቐታት ክገብሩ ይኽእሉ እዮም።'],28,19
60,If you travel with your child,ምስ ውላድኩም እንተተጓዒዝኩም,medical,['If you travel with your child'],['ምስ ውላድኩም እንተተጓዒዝኩም'],6,3
61,Review the WHO travellers’ information website (www.who.int/topics/travel) before travelling to learn about possible disease risks and vaccines that will protect your family.,ቅድሚ ምጉዓዝኩም ብዛዕባ ክህልዉ ዝኽእሉ ሓደጋታት ሕማማትን ንስድራቤትኩም ዝከላኸሉ ክታበታትን ንምፍላጥ ኣብ መርበብ ሓበሬታ (www.who.int/topics/travel) ናይ WHO ሓበሬታ ተጓዓዝቲ ርአዩ።,medical,['Review the WHO travellers’ information website (www.who.int/topics/travel) before travelling to learn about possible disease risks and vaccines that will protect your family.'],['ቅድሚ ምጉዓዝኩም ብዛዕባ ክህልዉ ዝኽእሉ ሓደጋታት ሕማማትን ንስድራቤትኩም ዝከላኸሉ ክታበታትን ንምፍላጥ ኣብ መርበብ ሓበሬታ (www.who.int/topics/travel) ናይ WHO ሓበሬታ ተጓዓዝቲ ርአዩ።'],22,20
62,Diseases that vaccines prevent remain common throughout the world.,ክታበት ዝከላኸልዎም ሕማማት ኣብ መላእ ዓለም ልሙዳት ኮይኖም ይቕጽሉ ኣለዉ።,medical,['Diseases that vaccines prevent remain common throughout the world.'],['ክታበት ዝከላኸልዎም ሕማማት ኣብ መላእ ዓለም ልሙዳት ኮይኖም ይቕጽሉ ኣለዉ።'],9,10
64,"If you are aware that you or your child have a vaccine-preventable disease, do not spread disease to others.",ንስኹም ወይ ውላድኩም ክታበት ክከላኸሎ ዝኽእል ሕማም ከም ዘለኩም እንተፈሊጥኩም፣ ናብ ካልኦት ሕማም ኣይተመሓላልፉ።,medical,"['If you are aware that you or your child have a vaccine-preventable disease, do not spread disease to others.']",['ንስኹም ወይ ውላድኩም ክታበት ክከላኸሎ ዝኽእል ሕማም ከም ዘለኩም እንተፈሊጥኩም፣ ናብ ካልኦት ሕማም ኣይተመሓላልፉ።'],19,14
65,"Do not travel in such condition, as you or other family members could still be infectious.",ንስኹም ወይ ካልኦት ኣባላት ስድራቤት ገና ተላባዒ ሕማም ዘለኩም ክትኮኑ ስለእትኽእሉ፣ ኣብ ከምዚ ኩነታት ኣይትጉዓዙ።,medical,"['Do not travel in such condition, as you or other family members could still be infectious.']",['ንስኹም ወይ ካልኦት ኣባላት ስድራቤት ገና ተላባዒ ሕማም ዘለኩም ክትኮኑ ስለእትኽእሉ፣ ኣብ ከምዚ ኩነታት ኣይትጉዓዙ።'],16,15
66,"If an unimmunized person develops a vaccine-preventable disease while travelling, to prevent transmission to others, he or she should not travel by a plane, train or bus until a doctor determines the person is no longer contagious.",ሓደ ዘይተኸተበ ሰብ ክታበት ክከላኸሎ ዝኽእል ሕማም ኣብ ዝጓዓዘሉ እዋን እንተድኣ ኣማዕቢሉ፣ ናብ ካልኦት ከይመሓላለፍ፣ እቲ ሰብ ድሕሪ ደጊም ተላባዒ ሕማም ከምዘይብሉ ሓኪም ክሳብ ዘረጋግጽ ብነፋሪት፣ ባቡር ወይ ኣውቶቡስ ክጓዓዝ የብሉን ወይ የብላን።,medical,"['If an unimmunized person develops a vaccine-preventable disease while travelling, to prevent transmission to others, he or she should not travel by a plane, train or bus until a doctor determines the person is no longer contagious.']",['ሓደ ዘይተኸተበ ሰብ ክታበት ክከላኸሎ ዝኽእል ሕማም ኣብ ዝጓዓዘሉ እዋን እንተድኣ ኣማዕቢሉ፣ ናብ ካልኦት ከይመሓላለፍ፣ እቲ ሰብ ድሕሪ ደጊም ተላባዒ ሕማም ከምዘይብሉ ሓኪም ክሳብ ዘረጋግጽ ብነፋሪት፣ ባቡር ወይ ኣውቶቡስ ክጓዓዝ የብሉን ወይ የብላን።'],37,33
67,"In certain instances, public health authorities may prevent you from travelling, due to the risk of disease spreading.",ኣብ ዝተወሰኑ ኣጋጣሚታት፣ ሰበስልጣን ህዝባዊ ጥዕና ብሰንኪ ሓደጋ ምስፍሕፋሕ ሕማም ካብ ምጉዓዝ ክኽልክልኹም ይኽእሉ እዮም።,medical,"['In certain instances, public health authorities may prevent you from travelling, due to the risk of disease spreading.']",['ኣብ ዝተወሰኑ ኣጋጣሚታት፣ ሰበስልጣን ህዝባዊ ጥዕና ብሰንኪ ሓደጋ ምስፍሕፋሕ ሕማም ካብ ምጉዓዝ ክኽልክልኹም ይኽእሉ እዮም።'],18,15
68,Check your own status,ናይ ገዛእ ርእስኹም ኩነታት መርምሩ,medical,['Check your own status'],['ናይ ገዛእ ርእስኹም ኩነታት መርምሩ'],4,5
69,"Make sure to check your own immunization status, as you are putting your child at risk of disease when you are not fully vaccinated.",ምሉእ ብምሉእ ኣብ ዘይትኽተብሉ እዋን ንውላድኩም ኣብ ሓደጋ ሕማም ስለ እተእትውዎ፣ ናይ ገዛእ ርእስኹም ናይ ክታበት ኩነታት ምምርማርኩም ኣረጋግጹ።,medical,"['Make sure to check your own immunization status, as you are putting your child at risk of disease when you are not fully vaccinated.']",['ምሉእ ብምሉእ ኣብ ዘይትኽተብሉ እዋን ንውላድኩም ኣብ ሓደጋ ሕማም ስለ እተእትውዎ፣ ናይ ገዛእ ርእስኹም ናይ ክታበት ኩነታት ምምርማርኩም ኣረጋግጹ።'],24,19
70,"Follow recommendations to isolate your child from others, including family members, and especially infants and people with weakened immune systems.",ንውላድኩም ካብ ካልኦት ሰባት፣ እንተላይ ካብ ኣባላት ስድራቤት፣ ብፍላይ ድማ ካብ ዕሸላትን ሕማም ናይ ምክልኻል  ዓቕሞም ዝደኸመ ሰባትን ንምንጻል ዝወሃቡ ለበዋታት ተኸተሉ።,medical,"['Follow recommendations to isolate your child from others, including family members, and especially infants and people with weakened immune systems.']",['ንውላድኩም ካብ ካልኦት ሰባት፣ እንተላይ ካብ ኣባላት ስድራቤት፣ ብፍላይ ድማ ካብ ዕሸላትን ሕማም ናይ ምክልኻል  ዓቕሞም ዝደኸመ ሰባትን ንምንጻል ዝወሃቡ ለበዋታት ተኸተሉ።'],20,22
71,"For more information on vaccines, visit:",ብዛዕባ ክታበታት ተወሳኺ ሓበሬታ ንምርካብ፣ ኣብዚ ዝስዕብ መርበብ ሓበሬታ ተወከሱ፦,medical,"['For more information on vaccines, visit:']",['ብዛዕባ ክታበታት ተወሳኺ ሓበሬታ ንምርካብ፣ ኣብዚ ዝስዕብ መርበብ ሓበሬታ ተወከሱ፦'],6,10
74,"Be aware that for some vaccine-preventable diseases, there are medicines to treat infected people and medicines to keep people they come in contact with from getting the disease.",ንገለ ብክታበት ክኽልከሉ ዝኽእሉ ሕማማት፣ ንዝተለኽፉ ሰባት ዝሕክሙ መድሓኒታትን ዝራኸብዎም ሰባት ድማ በቲ ሕማም ከይተሓዙ ዝሕግዙ መድሓኒታትን ከምዘለዉ ኣስተውዕሉ።,medical,"['Be aware that for some vaccine-preventable diseases, there are medicines to treat infected people and medicines to keep people they come in contact with from getting the disease.']",['ንገለ ብክታበት ክኽልከሉ ዝኽእሉ ሕማማት፣ ንዝተለኽፉ ሰባት ዝሕክሙ መድሓኒታትን ዝራኸብዎም ሰባት ድማ በቲ ሕማም ከይተሓዙ ዝሕግዙ መድሓኒታትን ከምዘለዉ ኣስተውዕሉ።'],28,19
75,Ask your healthcare provider about other ways to protect your family members and anyone else who may come into contact with your child.,ንኣባላት ስድራቤትኩምን ምስ ውላድኩም ክራኸብ ዝኽእል ካልእ ዝኾነ ሰብን ክትከላኸሉሉ ብዛዕባ እትኽእሉ ካልኦት መገድታት ንወሃቢ ክንክን ጥዕናኹም ሕተቱ።,medical,['Ask your healthcare provider about other ways to protect your family members and anyone else who may come into contact with your child.'],['ንኣባላት ስድራቤትኩምን ምስ ውላድኩም ክራኸብ ዝኽእል ካልእ ዝኾነ ሰብን ክትከላኸሉሉ ብዛዕባ እትኽእሉ ካልኦት መገድታት ንወሃቢ ክንክን ጥዕናኹም ሕተቱ።'],23,18
76,Your family may be contacted by the state or local health department that tracks infectious disease out- breaks in the community.,ስድራቤትኩም በቲ ኣብቲ ማሕበረሰብ ንዝፍጠር ለበዳ ተላባዒ ሕማም ዝከታተል ክፍሊ ጥዕና ናይቲ ግዝኣት ወይ ናይቲ ከባቢ ክረኽብዎ ይኽእሉ።,medical,['Your family may be contacted by the state or local health department that tracks infectious disease out- breaks in the community.'],['ስድራቤትኩም በቲ ኣብቲ ማሕበረሰብ ንዝፍጠር ለበዳ ተላባዒ ሕማም ዝከታተል ክፍሊ ጥዕና ናይቲ ግዝኣት ወይ ናይቲ ከባቢ ክረኽብዎ ይኽእሉ።'],21,18
77,© World Health Organization 2012,© World Health Organization 2012,medical,['© World Health Organization 2012'],['© World Health Organization 2012'],5,5
80,General Consent for Professional/Clinic,ሓፈሻዊ ስምምዕ ንበዓል ሞያ/ክሊኒክ,medical,['General Consent for Professional/Clinic'],['ሓፈሻዊ ስምምዕ ንበዓል ሞያ/ክሊኒክ'],4,4
81,AUTHORIZATION FOR TREATMENT:,ናይ ሕክምና ፍቓድ፦,medical,['AUTHORIZATION FOR TREATMENT:'],['ናይ ሕክምና ፍቓድ፦'],3,3
82,"I authorize this Clinic and/or its associated entities; Physicians and Advanced Practice Providers, (collectively, “Providers’}; and their agents and employees to provide me with medical, mental health, and surgical care.",ነዚ ክሊኒክን/ወይ ድማ ምስኡ ዝተኣሳሰሩ ኣካላትን እፈቕደሎም፤ ሓካይምን ወሃብቲ ላዕለዋይ ልምዲ፣ (ብጠቕላላ፣ “ወሃብቲ ኣገልግሎት’)፤ ከምኡ’ውን ወከልቶምን ሰራሕተኛታቶምን ሕክምናዊ፣ ጥዕና ኣእምሮን መጥባሕታዊ ክንክንን ንኽህቡኒ።,medical,"['I authorize this Clinic and/or its associated entities; Physicians and Advanced Practice Providers, (collectively, “Providers’}; and their agents and employees to provide me with medical, mental health, and surgical care.']",['ነዚ ክሊኒክን/ወይ ድማ ምስኡ ዝተኣሳሰሩ ኣካላትን እፈቕደሎም፤ ሓካይምን ወሃብቲ ላዕለዋይ ልምዲ፣ (ብጠቕላላ፣ “ወሃብቲ ኣገልግሎት’)፤ ከምኡ’ውን ወከልቶምን ሰራሕተኛታቶምን ሕክምናዊ፣ ጥዕና ኣእምሮን መጥባሕታዊ ክንክንን ንኽህቡኒ።'],30,23
83,"This may include: tests, exams, procedures, drugs, and any other necessary treatment.",እዚ ድማ፦ ምርመራታት፣ ፈተነታት፣ ኣገባባት፣ መድሓኒታት፣ ከምኡ'ውን ዝኾነ ካልእ ኣድላዪ ሕክምና ከጠቓልል ይኽእል።,medical,"['This may include: tests, exams, procedures, drugs, and any other necessary treatment.']","[""እዚ ድማ፦ ምርመራታት፣ ፈተነታት፣ ኣገባባት፣ መድሓኒታት፣ ከምኡ'ውን ዝኾነ ካልእ ኣድላዪ ሕክምና ከጠቓልል ይኽእል።""]",12,13
84,I understand and agree that my care may be provided through a virtual visit or telehealth.,ሕክምናይ ብምናባዊ ምብጻሕ ወይ telehealth ክወሃብ ከም ዝኽእል እርዳእን እስማዕማዕን እየ።,medical,['I understand and agree that my care may be provided through a virtual visit or telehealth.'],['ሕክምናይ ብምናባዊ ምብጻሕ ወይ telehealth ክወሃብ ከም ዝኽእል እርዳእን እስማዕማዕን እየ።'],16,11
85,I agree that no one can guarantee results or cures.,ውጽኢት ወይ ፈውሲ ውሕስነት ክህብ ዝኽእል ሰብ ከምዘየለ እሰማማዕ እየ።,medical,['I agree that no one can guarantee results or cures.'],['ውጽኢት ወይ ፈውሲ ውሕስነት ክህብ ዝኽእል ሰብ ከምዘየለ እሰማማዕ እየ።'],10,10
86,"I understand Providers are part of a teaching environment, and at times, students, residents, and fellows may be involved in my care.",ወሃብቲ ኣገልግሎት ናይ ሓደ ናይ ምምሃር ሃዋህው ኣካል ምዃኖም እርዳእን እዩ፣ ኣብ ገለ እዋናት ድማ፣ ተምሃሮ፣ ነበርትን መሓዙተይን ኣብ ሕክምናይ ክሳተፉ ይኽእሉ።,medical,"['I understand Providers are part of a teaching environment, and at times, students, residents, and fellows may be involved in my care.']",['ወሃብቲ ኣገልግሎት ናይ ሓደ ናይ ምምሃር ሃዋህው ኣካል ምዃኖም እርዳእን እዩ፣ ኣብ ገለ እዋናት ድማ፣ ተምሃሮ፣ ነበርትን መሓዙተይን ኣብ ሕክምናይ ክሳተፉ ይኽእሉ።'],22,22
